gene_symbol,action_family,n_full,n_strict,pruned
RNA5SP202,inhibits,1,1,0
RNA5SP221,activates,3,3,0
RNA5SP232,activates,1,1,0
RNA5SP234,activates,1,1,0
RNA5SP237,activates,1,1,0
RNA5SP265,activates,1,1,0
RNA5SP268,activates,3,1,2
RNA5SP269,inhibits,1,1,0
RNA5SP295,activates,2,2,0
RNA5SP303,inhibits,1,1,0
RNA5SP308,inhibits,1,1,0
RNA5SP334,inhibits,1,1,0
RNA5SP336,activates,1,1,0
RNA5SP343,activates,1,1,0
RNA5SP344,inhibits,1,1,0
RNA5SP366,activates,1,1,0
RNA5SP382,activates,1,1,0
RNA5SP385,inhibits,1,1,0
RNA5SP39,activates,1,1,0
RNA5SP439,activates,1,1,0
RNA5SP441,inhibits,1,1,0
RNA5SP444,activates,2,2,0
RNA5SP451,inhibits,1,1,0
RNA5SP455,activates,2,2,0
RNA5SP481,inhibits,1,1,0
RNA5SP498,activates,1,1,0
RNA5SP506,activates,1,1,0
RNA5SP510,activates,1,1,0
RNA5SP63,activates,1,1,0
RNA5SP67,activates,1,1,0
RNA5SP74,inhibits,1,1,0
RNA5SP82,other,1,,1
RNASE1,activates,92,89,3
RNASE1,binds,1,1,0
RNASE1,inhibits,127,127,0
RNASE1,modifies,7,7,0
RNASE1,other,13,,13
RNASE10,activates,3,3,0
RNASE10,inhibits,6,6,0
RNASE10,modifies,2,2,0
RNASE11,activates,3,3,0
RNASE11,inhibits,3,3,0
RNASE12,activates,19,19,0
RNASE12,inhibits,26,26,0
RNASE12,modifies,4,4,0
RNASE12,other,6,,6
RNASE13,activates,1,1,0
RNASE13,inhibits,2,2,0
RNASE13,modifies,1,1,0
RNASE2,activates,11,9,2
RNASE2,inhibits,15,15,0
RNASE2,other,1,,1
RNASE2CP,activates,2,2,0
RNASE2CP,inhibits,2,2,0
RNASE3,activates,90,86,4
RNASE3,inhibits,141,141,0
RNASE3,modifies,4,4,0
RNASE3,other,13,,13
RNASE4,activates,34,34,0
RNASE4,inhibits,36,36,0
RNASE4,other,8,,8
RNASE6,activates,9,9,0
RNASE6,inhibits,12,12,0
RNASE6,other,3,,3
RNASE7,activates,40,38,2
RNASE7,inhibits,11,11,0
RNASE7,modifies,1,1,0
RNASE7,other,3,,3
RNASE8,activates,1,1,0
RNASE8,inhibits,2,2,0
RNASE9,activates,2,2,0
RNASE9,inhibits,3,3,0
RNASE9,modifies,2,2,0
RNASEH1,activates,12,12,0
RNASEH1,inhibits,24,24,0
RNASEH1,other,3,,3
RNASEH1-DT,activates,4,4,0
RNASEH1-DT,inhibits,2,2,0
RNASEH1-DT,other,1,,1
RNASEH1P1,activates,39,39,0
RNASEH1P1,binds,2,2,0
RNASEH1P1,inhibits,51,51,0
RNASEH1P1,other,6,,6
RNASEH2A,activates,29,29,0
RNASEH2A,inhibits,49,49,0
RNASEH2A,modifies,1,1,0
RNASEH2A,other,4,,4
RNASEH2B,activates,7,2,5
RNASEH2B,inhibits,27,27,0
RNASEH2B,modifies,1,1,0
RNASEH2B,other,10,,10
RNASEH2B-AS1,activates,1,1,0
RNASEH2C,activates,16,16,0
RNASEH2C,inhibits,11,11,0
RNASEH2C,other,3,,3
RNASEK,activates,11,9,2
RNASEK,inhibits,1,1,0
RNASEK,other,3,,3
RNASEK-C17ORF49,activates,1,1,0
RNASEK-C17ORF49,inhibits,1,1,0
RNASEL,activates,36,36,0
RNASEL,inhibits,8,8,0
RNASEL,modifies,1,1,0
RNASET2,activates,26,26,0
RNASET2,inhibits,38,38,0
RNASET2,other,7,,7
RNASET2B,activates,1,1,0
RND1,activates,56,56,0
RND1,inhibits,30,30,0
RND1,other,4,,4
RND2,activates,10,10,0
RND2,inhibits,27,27,0
RND2,modifies,1,1,0
RND2,other,3,,3
RND3,activates,92,89,3
RND3,inhibits,29,29,0
RND3,modifies,2,2,0
RND3,other,14,,14
RNF10,activates,23,23,0
RNF10,inhibits,3,3,0
RNF10,modifies,1,1,0
RNF10,other,5,,5
RNF103,activates,29,27,2
RNF103,inhibits,24,24,0
RNF103,other,3,,3
RNF103-CHMP3,activates,11,9,2
RNF103-CHMP3,inhibits,4,4,0
RNF11,activates,19,19,0
RNF11,inhibits,7,7,0
RNF11,modifies,2,2,0
RNF11,other,2,,2
RNF111,activates,9,9,0
RNF111,binds,1,1,0
RNF111,inhibits,16,16,0
RNF111,modifies,1,1,0
RNF111,other,3,,3
RNF112,activates,8,8,0
RNF112,inhibits,7,7,0
RNF112,modifies,1,1,0
RNF112,other,3,,3
RNF113A,activates,13,13,0
RNF113A,inhibits,16,16,0
RNF113A,modifies,2,2,0
RNF113A,other,2,,2
RNF113B,activates,5,5,0
RNF113B,inhibits,3,3,0
RNF114,activates,24,24,0
RNF114,inhibits,11,11,0
RNF114,modifies,1,1,0
RNF114,other,5,,5
RNF115,activates,15,15,0
RNF115,inhibits,18,18,0
RNF115,other,7,,7
RNF121,activates,7,7,0
RNF121,inhibits,14,14,0
RNF121,modifies,1,1,0
RNF121,other,2,,2
RNF122,activates,18,18,0
RNF122,inhibits,7,7,0
RNF122,other,2,,2
RNF123,activates,22,22,0
RNF123,inhibits,9,9,0
RNF123,modifies,1,1,0
RNF123,other,4,,4
RNF125,activates,15,13,2
RNF125,inhibits,31,31,0
RNF125,modifies,1,1,0
RNF125,other,3,,3
RNF126,activates,19,19,0
RNF126,inhibits,10,10,0
RNF126P1,inhibits,4,4,0
RNF126P1,modifies,1,1,0
RNF128,activates,14,14,0
RNF128,inhibits,21,21,0
RNF128,modifies,1,1,0
RNF128,other,5,,5
RNF13,activates,27,27,0
RNF13,inhibits,19,19,0
RNF13,modifies,1,1,0
RNF13,other,6,,6
RNF130,activates,10,10,0
RNF130,inhibits,26,26,0
RNF130,modifies,1,1,0
RNF130,other,4,,4
RNF133,activates,4,4,0
RNF133,inhibits,6,6,0
RNF135,activates,12,12,0
RNF135,inhibits,15,15,0
RNF135,other,3,,3
RNF138,activates,36,36,0
RNF138,inhibits,26,26,0
RNF138,modifies,1,1,0
RNF138,other,8,,8
RNF139,activates,7,7,0
RNF139,inhibits,20,20,0
RNF139,modifies,1,1,0
RNF139,other,3,,3
RNF139-DT,activates,1,1,0
RNF14,activates,18,18,0
RNF14,inhibits,13,13,0
RNF14,modifies,1,1,0
RNF14,other,9,,9
RNF141,activates,25,25,0
RNF141,inhibits,21,21,0
RNF141,modifies,1,1,0
RNF141,other,3,,3
RNF144A,activates,14,12,2
RNF144A,binds,1,1,0
RNF144A,inhibits,25,25,0
RNF144A,modifies,2,2,0
RNF144A,other,4,,4
RNF144B,activates,48,46,2
RNF144B,inhibits,52,52,0
RNF144B,other,6,,6
RNF145,activates,17,17,0
RNF145,inhibits,33,33,0
RNF145,other,6,,6
RNF146,activates,9,9,0
RNF146,inhibits,22,22,0
RNF146,modifies,2,2,0
RNF146,other,1,,1
RNF148,activates,3,3,0
RNF148,inhibits,2,2,0
RNF149,activates,22,22,0
RNF149,inhibits,7,7,0
RNF149,modifies,1,1,0
RNF149,other,4,,4
RNF150,activates,36,36,0
RNF150,inhibits,15,15,0
RNF150,other,4,,4
RNF151,activates,1,1,0
RNF151,inhibits,3,3,0
RNF152,activates,15,15,0
RNF152,inhibits,17,17,0
RNF152,other,4,,4
RNF152P1,activates,1,1,0
RNF157,activates,14,14,0
RNF157,inhibits,27,27,0
RNF157,modifies,2,2,0
RNF157,other,3,,3
RNF157-AS1,activates,2,,2
RNF157-AS1,inhibits,4,4,0
RNF166,activates,11,7,4
RNF166,inhibits,8,8,0
RNF166,other,2,,2
RNF167,activates,13,13,0
RNF167,inhibits,15,15,0
RNF167,other,3,,3
RNF168,activates,11,11,0
RNF168,inhibits,11,11,0
RNF168,modifies,1,1,0
RNF168,other,3,,3
RNF169,activates,11,11,0
RNF169,inhibits,10,10,0
RNF169,modifies,1,1,0
RNF169,other,2,,2
RNF17,activates,7,7,0
RNF17,inhibits,4,4,0
RNF170,activates,12,12,0
RNF170,inhibits,23,23,0
RNF170,modifies,2,2,0
RNF170,other,3,,3
RNF175,activates,9,9,0
RNF175,inhibits,13,13,0
RNF175,modifies,2,2,0
RNF175,other,2,,2
RNF180,activates,6,6,0
RNF180,inhibits,16,16,0
RNF180,modifies,1,1,0
RNF181,activates,18,18,0
RNF181,inhibits,10,10,0
RNF181,modifies,1,1,0
RNF181,other,3,,3
RNF182,activates,16,16,0
RNF182,inhibits,29,29,0
RNF182,modifies,1,1,0
RNF182,other,1,,1
RNF183,activates,8,8,0
RNF183,inhibits,8,8,0
RNF183,modifies,1,1,0
RNF185,activates,17,17,0
RNF185,inhibits,3,3,0
RNF185,other,3,,3
RNF185-AS1,inhibits,1,1,0
RNF186,activates,7,7,0
RNF186,inhibits,6,6,0
RNF186,modifies,2,2,0
RNF187,activates,15,15,0
RNF187,inhibits,14,14,0
RNF187,modifies,1,1,0
RNF187,other,3,,3
RNF19A,activates,26,26,0
RNF19A,inhibits,27,27,0
RNF19A,modifies,2,2,0
RNF19A,other,2,,2
RNF19B,activates,61,59,2
RNF19B,inhibits,22,22,0
RNF19B,other,10,,10
RNF2,activates,10,10,0
RNF2,inhibits,17,17,0
RNF2,other,1,,1
RNF20,activates,20,20,0
RNF20,inhibits,12,12,0
RNF20,other,2,,2
RNF207,activates,14,14,0
RNF207,inhibits,30,30,0
RNF207-AS1,inhibits,1,1,0
RNF208,activates,8,8,0
RNF208,inhibits,9,9,0
RNF208,modifies,1,1,0
RNF208,other,1,,1
RNF212,activates,11,11,0
RNF212,inhibits,7,7,0
RNF212,other,1,,1
RNF212B,activates,5,3,2
RNF212B,inhibits,4,4,0
RNF212B,modifies,1,1,0
RNF213,activates,30,28,2
RNF213,binds,1,1,0
RNF213,inhibits,26,26,0
RNF213,modifies,3,3,0
RNF213,other,5,,5
RNF213-AS1,activates,2,2,0
RNF213-AS1,inhibits,4,4,0
RNF214,activates,11,9,2
RNF214,inhibits,20,20,0
RNF214,modifies,2,2,0
RNF214,other,1,,1
RNF215,activates,14,14,0
RNF215,inhibits,8,8,0
RNF215,other,1,,1
RNF216,activates,16,16,0
RNF216,inhibits,9,9,0
RNF216,modifies,1,1,0
RNF216,other,2,,2
RNF216-IT1,inhibits,2,2,0
RNF216-IT1,modifies,1,1,0
RNF216P1,activates,4,4,0
RNF216P1,inhibits,3,3,0
RNF217,activates,19,19,0
RNF217,inhibits,13,13,0
RNF217,modifies,3,3,0
RNF217,other,2,,2
RNF217-AS1,inhibits,6,6,0
RNF220,activates,19,19,0
RNF220,inhibits,10,10,0
RNF220,modifies,3,3,0
RNF220,other,1,,1
RNF222,activates,4,4,0
RNF222,inhibits,4,4,0
RNF222,modifies,1,1,0
RNF223,activates,11,11,0
RNF223,inhibits,7,7,0
RNF224,activates,2,2,0
RNF224,inhibits,5,5,0
RNF225,activates,4,4,0
RNF225,inhibits,2,2,0
RNF227,activates,11,11,0
RNF227,inhibits,8,8,0
RNF227,other,3,,3
RNF228,inhibits,1,1,0
RNF24,activates,38,36,2
RNF24,inhibits,14,14,0
RNF24,other,4,,4
RNF25,activates,10,10,0
RNF25,inhibits,10,10,0
RNF25,other,1,,1
RNF26,activates,18,18,0
RNF26,inhibits,24,24,0
RNF26,other,3,,3
RNF31,activates,20,18,2
RNF31,inhibits,17,17,0
RNF31,other,3,,3
RNF32,activates,13,13,0
RNF32,inhibits,12,12,0
RNF32,modifies,2,2,0
RNF32,other,2,,2
RNF32-AS1,activates,1,1,0
RNF32-DT,activates,7,7,0
RNF32-DT,inhibits,16,16,0
RNF32-DT,modifies,1,1,0
RNF32-DT,other,1,,1
RNF34,activates,10,10,0
RNF34,inhibits,20,20,0
RNF34,modifies,1,1,0
RNF34,other,2,,2
RNF38,activates,17,17,0
RNF38,inhibits,15,15,0
RNF38,modifies,1,1,0
RNF38,other,2,,2
RNF39,activates,15,15,0
RNF39,inhibits,7,7,0
RNF39,modifies,2,2,0
RNF39,other,4,,4
RNF4,activates,46,46,0
RNF4,inhibits,21,21,0
RNF4,modifies,2,2,0
RNF4,other,5,,5
RNF40,activates,23,21,2
RNF40,inhibits,14,14,0
RNF40,modifies,1,1,0
RNF40,other,3,,3
RNF41,activates,10,10,0
RNF41,inhibits,7,7,0
RNF41,other,1,,1
RNF43,activates,20,20,0
RNF43,inhibits,24,24,0
RNF43,modifies,1,1,0
RNF43,other,4,,4
RNF44,activates,18,16,2
RNF44,inhibits,18,18,0
RNF44,modifies,1,1,0
RNF44,other,5,,5
RNF5,activates,5,5,0
RNF5,inhibits,13,13,0
RNF5,modifies,1,1,0
RNF5,other,3,,3
RNF5P1,activates,2,2,0
RNF5P1,inhibits,4,4,0
RNF5P1,modifies,1,1,0
RNF6,activates,36,36,0
RNF6,inhibits,5,5,0
RNF6,other,3,,3
RNF7,activates,18,16,2
RNF7,inhibits,21,21,0
RNF7,modifies,1,1,0
RNF7,other,2,,2
RNF8,activates,11,11,0
RNF8,inhibits,10,10,0
RNF8,modifies,1,1,0
RNF8,other,4,,4
RNFT1,activates,26,24,2
RNFT1,inhibits,17,17,0
RNFT1,other,2,,2
RNFT1-DT,inhibits,1,1,0
RNFT1P3,inhibits,1,1,0
RNFT2,activates,20,20,0
RNFT2,inhibits,30,30,0
RNFT2,modifies,3,3,0
RNFT2,other,2,,2
RNGTT,activates,9,9,0
RNGTT,inhibits,25,25,0
RNGTT,modifies,1,1,0
RNGTT,other,7,,7
RNH1,activates,29,29,0
RNH1,binds,2,2,0
RNH1,inhibits,34,34,0
RNH1,other,4,,4
RNLS,activates,10,10,0
RNLS,inhibits,24,24,0
RNLS,other,1,,1
RNMT,activates,34,29,5
RNMT,binds,1,1,0
RNMT,inhibits,22,22,0
RNMT,modifies,3,3,0
RNMT,other,3,,3
RNPC3,activates,9,9,0
RNPC3,inhibits,20,20,0
RNPC3,other,3,,3
RNPEP,activates,39,39,0
RNPEP,binds,1,1,0
RNPEP,inhibits,21,21,0
RNPEP,other,4,,4
RNPEPL1,activates,9,7,2
RNPEPL1,inhibits,12,12,0
RNPEPL1,other,3,,3
RNPS1,activates,9,9,0
RNPS1,inhibits,14,14,0
RNPS1,modifies,2,2,0
RNPS1,other,3,,3
RNR1,activates,6,6,0
RNR1,inhibits,10,10,0
RNR1,modifies,1,1,0
RNR1,other,3,,3
RNR2,activates,6,6,0
RNR2,inhibits,26,26,0
RNR2,modifies,1,1,0
RNR2,other,12,,12
RNU1-1,activates,16,16,0
RNU11,activates,13,13,0
RNU11,inhibits,2,2,0
RNU11,other,1,,1
RNU1-138P,activates,2,2,0
RNU1-16P,activates,2,2,0
RNU1-2,activates,5,5,0
RNU12,activates,2,2,0
RNU12,inhibits,3,3,0
RNU12,other,1,,1
RNU12-2P,activates,2,2,0
RNU12-2P,inhibits,3,3,0
RNU12-2P,other,1,,1
RNU1-27P,inhibits,1,1,0
RNU1-3,activates,8,8,0
RNU1-3,inhibits,1,1,0
RNU1-4,activates,8,8,0
RNU1-70P,inhibits,2,2,0
RNU2-1,inhibits,2,2,0
RNU2-10P,activates,1,1,0
RNU2-2,activates,2,2,0
RNU2-2,inhibits,1,1,0
RNU2-22P,activates,2,2,0
RNU2-28P,activates,1,1,0
RNU2-51P,activates,1,1,0
RNU2-62P,activates,2,2,0
RNU2-63P,activates,1,1,0
RNU2-63P,inhibits,2,2,0
RNU2-7P,inhibits,1,1,0
RNU4-1,activates,5,5,0
RNU4-15P,activates,1,1,0
RNU4-2,activates,5,5,0
RNU4-2,inhibits,1,1,0
RNU4-2,other,2,,2
RNU4-36P,activates,1,1,0
RNU4-38P,activates,2,2,0
RNU4-39P,inhibits,1,1,0
RNU4-40P,activates,1,1,0
RNU4-60P,activates,1,1,0
RNU4-79P,activates,1,1,0
RNU4ATAC,activates,5,5,0
RNU4ATAC,inhibits,6,6,0
RNU5A-1,activates,3,3,0
RNU5A-8P,activates,1,1,0
RNU5B-1,activates,4,4,0
RNU5B-1,inhibits,4,4,0
RNU5B-2P,inhibits,1,1,0
RNU5D-1,inhibits,5,5,0
RNU5E-1,activates,2,2,0
RNU5E-1,inhibits,2,2,0
RNU5E-4P,inhibits,1,1,0
RNU5F-1,activates,5,5,0
RNU5F-1,inhibits,4,4,0
RNU5F-1,modifies,2,2,0
RNU6-1,activates,3,3,0
RNU6-1,inhibits,6,6,0
RNU6-1,other,1,,1
RNU6-1004P,activates,1,1,0
RNU6-1014P,activates,2,2,0
RNU6-1024P,inhibits,2,2,0
RNU6-1045P,activates,1,1,0
RNU6-1060P,activates,2,2,0
RNU6-1062P,activates,1,1,0
RNU6-1085P,activates,1,1,0
RNU6-1160P,activates,1,1,0
RNU6-1161P,inhibits,1,1,0
RNU6-118P,inhibits,1,1,0
RNU6-1258P,activates,1,1,0
RNU6-125P,inhibits,1,1,0
RNU6-1266P,activates,1,1,0
RNU6-1278P,activates,1,1,0
RNU6-1281P,inhibits,1,1,0
RNU6-1316P,activates,3,1,2
RNU6-15P,activates,2,2,0
RNU6-15P,inhibits,7,7,0
RNU6-15P,other,1,,1
RNU6-173P,activates,3,3,0
RNU6-177P,inhibits,1,1,0
RNU6-179P,activates,1,1,0
RNU6-2,activates,1,1,0
RNU6-26P,inhibits,2,2,0
RNU6-301P,inhibits,2,2,0
RNU6-306P,activates,1,1,0
RNU6-322P,activates,1,1,0
RNU6-334P,activates,1,1,0
RNU6-367P,inhibits,1,1,0
RNU6-376P,activates,1,1,0
RNU6-37P,activates,3,1,2
RNU6-384P,activates,1,1,0
RNU6-388P,activates,1,1,0
RNU6-3P,activates,1,1,0
RNU6-403P,activates,1,1,0
RNU6-403P,inhibits,3,3,0
RNU6-415P,inhibits,1,1,0
RNU6-431P,activates,1,1,0
RNU6-454P,inhibits,1,1,0
RNU6-45P,activates,1,1,0
RNU6-490P,inhibits,4,4,0
RNU6-494P,activates,1,1,0
RNU6-4P,activates,1,1,0
RNU6-510P,inhibits,1,1,0
RNU6-514P,activates,1,1,0
RNU6-529P,activates,1,1,0
RNU6-548P,activates,1,1,0
RNU6-583P,activates,1,1,0
RNU6-601P,activates,1,1,0
RNU6-611P,inhibits,2,2,0
RNU6-612P,activates,2,2,0
RNU6-638P,activates,3,1,2
RNU6-63P,inhibits,3,3,0
RNU6-643P,inhibits,1,1,0
RNU6-659P,activates,2,2,0
RNU6-667P,inhibits,1,1,0
RNU6-6P,activates,1,1,0
RNU6-722P,activates,1,1,0
RNU6-767P,inhibits,1,1,0
RNU6-789P,inhibits,1,1,0
RNU6-8,activates,1,1,0
RNU6-807P,activates,3,3,0
RNU6-853P,activates,1,1,0
RNU6-890P,activates,2,2,0
RNU6-893P,inhibits,1,1,0
RNU6-9,activates,1,1,0
RNU6-90P,inhibits,1,1,0
RNU6-925P,activates,2,2,0
RNU6-945P,activates,1,1,0
RNU6-97P,activates,1,1,0
RNU6-998P,inhibits,2,2,0
RNU6ATAC,activates,12,12,0
RNU6ATAC,inhibits,1,1,0
RNU6ATAC,other,1,,1
RNU6ATAC16P,activates,2,,2
RNU6ATAC16P,inhibits,1,1,0
RNU6ATAC18P,activates,1,1,0
RNU6ATAC18P,inhibits,2,2,0
RNU6ATAC35P,inhibits,1,1,0
RNU7-1,activates,1,1,0
RNU7-1,inhibits,1,1,0
RNU7-113P,inhibits,1,1,0
RNU7-134P,inhibits,1,1,0
RNU7-136P,inhibits,1,1,0
RNU7-141P,inhibits,1,1,0
RNU7-172P,inhibits,1,1,0
RNU7-24P,activates,1,1,0
RNU7-40P,activates,3,1,2
RNU7-45P,activates,1,1,0
RNU7-45P,inhibits,2,2,0
RNU7-47P,activates,1,1,0
RNU7-5P,inhibits,1,1,0
RNU7-63P,inhibits,1,1,0
RNU7-65P,activates,1,1,0
RNU7-75P,activates,1,1,0
RNU7-75P,inhibits,1,1,0
RNVU1-15,activates,3,3,0
RNVU1-15,inhibits,1,1,0
RNVU1-18,activates,12,12,0
RNVU1-18,inhibits,1,1,0
RNVU1-18,other,2,,2
RNVU1-19,activates,1,1,0
RNVU1-2,activates,4,4,0
RNVU1-20,activates,1,1,0
RNVU1-28,inhibits,1,1,0
RNVU1-3,activates,4,4,0
RNVU1-30,activates,3,3,0
RNVU1-31,activates,1,1,0
RNVU1-32,activates,3,1,2
RNVU1-4,activates,1,1,0
RNVU1-4,inhibits,2,2,0
RNVU1-6,inhibits,1,1,0
RNVU1-7,activates,5,5,0
RNVU1-7,inhibits,1,1,0
RNVU1-7,other,2,,2
RNVU1-8,activates,1,1,0
RNY1,activates,6,6,0
RNY1,inhibits,13,13,0
RNY1P16,activates,1,1,0
RNY3,activates,4,4,0
RNY3,inhibits,6,6,0
RNY3P2,inhibits,1,1,0
RNY3P5,inhibits,1,1,0
RNY3P8,inhibits,1,1,0
RNY4,activates,8,8,0
RNY4,inhibits,7,7,0
RNY4P10,activates,1,1,0
RNY4P15,activates,1,1,0
RNY4P24,inhibits,1,1,0
RNY4P3,inhibits,1,1,0
RNY4P37,activates,1,1,0
RNY4P5,activates,1,1,0
RNY5,activates,4,4,0
RNY5,inhibits,3,3,0
RO60,activates,22,22,0
RO60,binds,1,1,0
RO60,inhibits,39,39,0
RO60,modifies,1,1,0
RO60,other,3,,3
ROBO1,activates,22,20,2
ROBO1,inhibits,46,46,0
ROBO1,modifies,5,5,0
ROBO1,other,3,,3
ROBO2,activates,15,15,0
ROBO2,inhibits,29,29,0
ROBO2,modifies,6,6,0
ROBO2,other,1,,1
ROBO3,activates,16,16,0
ROBO3,inhibits,17,17,0
ROBO3,modifies,1,1,0
ROBO4,activates,13,13,0
ROBO4,inhibits,16,16,0
ROBO4,modifies,2,2,0
ROCK,activates,1,1,0
ROCK1,activates,41,41,0
ROCK1,inhibits,55,55,0
ROCK1,modifies,2,2,0
ROCK1,other,4,,4
ROCK1P1,activates,8,8,0
ROCK1P1,inhibits,3,3,0
ROCK2,activates,52,52,0
ROCK2,inhibits,42,42,0
ROCK2,modifies,2,2,0
ROCK2,other,4,,4
ROCR,activates,1,1,0
ROCR,inhibits,1,1,0
ROGDI,activates,13,13,0
ROGDI,inhibits,13,13,0
ROGDI,other,3,,3
ROM1,activates,21,21,0
ROM1,inhibits,7,7,0
ROM1,other,2,,2
ROMO1,activates,14,14,0
ROMO1,binds,1,1,0
ROMO1,inhibits,15,15,0
ROMO1,other,5,,5
ROPN1,inhibits,2,2,0
ROPN1,modifies,1,1,0
ROPN1,other,1,,1
ROPN1B,activates,6,6,0
ROPN1B,inhibits,2,2,0
ROPN1B,modifies,2,2,0
ROPN1L,activates,16,14,2
ROPN1L,inhibits,4,4,0
ROPN1L,other,3,,3
ROPN1L-AS1,inhibits,1,1,0
ROR1,activates,42,42,0
ROR1,inhibits,37,37,0
ROR1,modifies,1,1,0
ROR1,other,3,,3
ROR1-AS1,activates,6,4,2
ROR1-AS1,inhibits,3,3,0
ROR2,activates,24,24,0
ROR2,inhibits,21,21,0
ROR2,modifies,1,1,0
ROR2,other,3,,3
RORA,activates,100,98,2
RORA,binds,10,10,0
RORA,inhibits,76,76,0
RORA,modifies,6,6,0
RORA,other,12,,12
RORA-AS1,activates,1,1,0
RORA-AS1,inhibits,4,4,0
RORB,activates,27,25,2
RORB,binds,1,1,0
RORB,inhibits,18,18,0
RORB,modifies,1,1,0
RORB,other,4,,4
RORB-AS1,inhibits,2,2,0
RORC,activates,27,27,0
RORC,binds,6,6,0
RORC,inhibits,53,53,0
RORC,modifies,1,1,0
RORC,other,4,,4
ROS1,activates,16,14,2
ROS1,inhibits,23,23,0
ROS1,modifies,1,1,0
ROS1,other,1,,1
RP1,activates,10,10,0
RP1,inhibits,12,12,0
RP1,modifies,1,1,0
RP1,other,1,,1
RP1L1,activates,5,5,0
RP1L1,inhibits,12,12,0
RP1L1,modifies,1,1,0
RP2,activates,24,22,2
RP2,binds,1,1,0
RP2,inhibits,14,14,0
RP2,modifies,1,1,0
RP2,other,5,,5
RP9,activates,17,17,0
RP9,inhibits,6,6,0
RP9,other,3,,3
RP9P,activates,20,20,0
RP9P,inhibits,9,9,0
RP9P,other,1,,1
RPA1,activates,23,23,0
RPA1,binds,1,1,0
RPA1,inhibits,42,42,0
RPA1,modifies,4,4,0
RPA1,other,12,,12
RPA2,activates,37,37,0
RPA2,inhibits,31,31,0
RPA2,modifies,1,1,0
RPA2,other,5,,5
RPA3,activates,31,31,0
RPA3,inhibits,27,27,0
RPA3,modifies,2,2,0
RPA3,other,7,,7
RPA4,activates,18,14,4
RPA4,inhibits,1,1,0
RPAIN,activates,15,15,0
RPAIN,inhibits,18,18,0
RPAIN,other,1,,1
RPAP1,activates,18,13,5
RPAP1,inhibits,11,11,0
RPAP1,modifies,1,1,0
RPAP1,other,7,,7
RPAP2,activates,9,9,0
RPAP2,inhibits,11,11,0
RPAP2,other,3,,3
RPAP3,activates,11,11,0
RPAP3,inhibits,26,26,0
RPAP3,modifies,1,1,0
RPAP3,other,2,,2
RPE,activates,18,18,0
RPE,inhibits,13,13,0
RPE,other,3,,3
RPE65,activates,6,6,0
RPE65,binds,1,1,0
RPE65,inhibits,2,2,0
RPE65,modifies,1,1,0
RPEL1,activates,2,2,0
RPF1,activates,11,9,2
RPF1,binds,1,1,0
RPF1,inhibits,5,5,0
RPF1,modifies,1,1,0
RPF1,other,1,,1
RPF2,activates,43,40,3
RPF2,binds,2,2,0
RPF2,inhibits,18,18,0
RPF2,other,7,,7
RPF2P1,activates,2,2,0
RPF2P1,inhibits,1,1,0
RPGR,activates,18,16,2
RPGR,inhibits,13,13,0
RPGR,modifies,1,1,0
RPGR,other,7,,7
RPGRIP1,activates,8,4,4
RPGRIP1,inhibits,9,9,0
RPGRIP1,other,2,,2
RPGRIP1L,activates,20,20,0
RPGRIP1L,inhibits,24,24,0
RPGRIP1L,modifies,1,1,0
RPGRIP1L,other,4,,4
RPH3A,activates,3,3,0
RPH3A,inhibits,7,7,0
RPH3A,modifies,1,1,0
RPH3A,other,4,,4
RPH3AL,activates,15,15,0
RPH3AL,inhibits,19,19,0
RPH3AL,modifies,1,1,0
RPH3AL,other,4,,4
RPIA,activates,18,18,0
RPIA,inhibits,21,21,0
RPIA,modifies,1,1,0
RPIA,other,4,,4
RPL10,activates,35,35,0
RPL10,binds,2,2,0
RPL10,inhibits,29,29,0
RPL10,modifies,1,1,0
RPL10,other,6,,6
RPL10A,activates,37,37,0
RPL10A,binds,1,1,0
RPL10A,inhibits,35,35,0
RPL10A,other,4,,4
RPL10AP2,activates,1,1,0
RPL10AP3,activates,2,2,0
RPL10AP6,activates,2,2,0
RPL10AP6,inhibits,2,2,0
RPL10AP6,other,1,,1
RPL10L,activates,4,4,0
RPL10L,inhibits,6,6,0
RPL10P12,inhibits,2,2,0
RPL10P13,activates,4,4,0
RPL10P15,inhibits,1,1,0
RPL10P16,activates,2,2,0
RPL10P16,inhibits,1,1,0
RPL10P16,other,1,,1
RPL10P6,activates,1,1,0
RPL10P7,activates,6,4,2
RPL10P8,activates,2,2,0
RPL10P8,inhibits,4,4,0
RPL10P9,activates,9,9,0
RPL10P9,inhibits,1,1,0
RPL11,activates,40,38,2
RPL11,binds,1,1,0
RPL11,inhibits,16,16,0
RPL11,modifies,1,1,0
RPL11,other,1,,1
RPL11P1,activates,1,1,0
RPL11P3,inhibits,1,1,0
RPL12,activates,22,22,0
RPL12,binds,1,1,0
RPL12,inhibits,12,12,0
RPL12,modifies,1,1,0
RPL12,other,3,,3
RPL12P14,activates,4,4,0
RPL12P14,inhibits,1,1,0
RPL12P18,activates,1,1,0
RPL12P20,inhibits,2,2,0
RPL12P25,inhibits,1,1,0
RPL12P27,inhibits,3,3,0
RPL12P32,activates,2,2,0
RPL12P32,inhibits,4,4,0
RPL12P32,other,1,,1
RPL12P38,activates,2,2,0
RPL12P38,inhibits,2,2,0
RPL12P38,other,1,,1
