gene_symbol,action_family,n_edges,chem_id,chem_name,action_norm
APOE,activates,73,MESH:C049235,11-dehydro-thromboxane B2,increases^abundance|increases^reaction
APOE,activates,73,MESH:C425784,2-(4-amino-3-methylphenyl)-5-fluorobenzothiazole,increases^expression
APOE,activates,73,MESH:C117220,3-nitrobenzanthrone,increases^expression
APOE,activates,73,MESH:C459179,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",affects^cotreatment|increases^expression
APOE,activates,73,MESH:C000590451,abemaciclib,increases^expression
APOE,activates,73,MESH:D000393,Air Pollutants,increases^abundance|increases^expression
APOE,activates,73,MESH:D016718,Arachidonic Acid,increases^abundance|increases^reaction
APOE,activates,73,MESH:C000228,aristolochic acid I,increases^expression
APOE,activates,73,MESH:D001151,Arsenic,increases^response to substance
APOE,activates,73,MESH:D001564,Benzo(a)pyrene,increases^methylation
APOE,activates,73,MESH:D001629,Bezafibrate,increases^expression
APOE,activates,73,MESH:C006780,bisphenol A,increases^expression
APOE,activates,73,MESH:C583074,bisphenol AF,increases^expression
APOE,activates,73,MESH:C492482,bisphenol B,increases^expression
APOE,activates,73,MESH:C000611646,bisphenol F,increases^expression
APOE,activates,73,MESH:C543008,bisphenol S,increases^expression
APOE,activates,73,MESH:D002110,Caffeine,increases^phosphorylation
APOE,activates,73,MESH:C026690,cerous chloride,affects^cotreatment|increases^expression
APOE,activates,73,MESH:D008076,"Cholesterol, HDL",increases^abundance
APOE,activates,73,MESH:C113861,corosolic acid,increases^expression
APOE,activates,73,MESH:D003634,DDT,increases^expression
APOE,activates,73,MESH:D003907,Dexamethasone,increases^expression
APOE,activates,73,MESH:D003633,Dichlorodiphenyl Dichloroethylene,increases^response to substance
APOE,activates,73,MESH:D004054,Diethylstilbestrol,increases^expression
APOE,activates,73,MESH:C516138,dorsomorphin,affects^cotreatment|increases^expression
APOE,activates,73,MESH:C118739,entinostat,affects^cotreatment|increases^expression
APOE,activates,73,MESH:C118739,entinostat,increases^expression
APOE,activates,73,MESH:C029451,ferrous chloride,increases^expression
APOE,activates,73,MESH:D005459,Fluorides,increases^expression
APOE,activates,73,MESH:C000720117,fluorotelomer sulfonic acids,increases^expression
APOE,activates,73,MESH:D000077340,Fluvastatin,increases^expression
APOE,activates,73,MESH:C000713927,ginger extract,increases^abundance|increases^expression
APOE,activates,73,MESH:C577920,GSK-2816126,increases^expression
APOE,activates,73,MESH:C473027,GW 3965,increases^expression|increases^secretion
APOE,activates,73,MESH:C473027,GW 3965,increases^expression
APOE,activates,73,MESH:D019161,Hydroxymethylglutaryl-CoA Reductase Inhibitors,increases^response to substance
APOE,activates,73,MESH:C492448,ICG 001,increases^expression
APOE,activates,73,MESH:D007501,Iron,increases^response to substance
APOE,activates,73,MESH:D064747,Lansoprazole,increases^expression
APOE,activates,73,MESH:C028521,lanthanum chloride,affects^cotreatment|increases^expression
APOE,activates,73,MESH:C028521,lanthanum chloride,increases^expression
APOE,activates,73,MESH:C541528,licochalcone B,increases^expression
APOE,activates,73,MESH:C442865,"lipopolysaccharide, Helicobacter pylori",increases^expression
APOE,activates,73,MESH:C000723530,lly-283,increases^expression
APOE,activates,73,MESH:C029938,nickel sulfate,increases^expression
APOE,activates,73,MESH:D009822,"Oils, Volatile",increases^abundance|increases^expression
APOE,activates,73,MESH:D019319,Okadaic Acid,increases^expression
APOE,activates,73,MESH:C500026,palbociclib,increases^expression
APOE,activates,73,MESH:D052638,Particulate Matter,increases^abundance|increases^expression
APOE,activates,73,MESH:C086401,pentabromodiphenyl ether,increases^expression
APOE,activates,73,MESH:C046012,pentanal,increases^expression
APOE,activates,73,MESH:C023036,perfluorooctanoic acid,increases^expression
APOE,activates,73,MESH:D010936,Plant Extracts,increases^expression
APOE,activates,73,MESH:C060540,polyhexamethyleneguanidine,increases^expression
APOE,activates,73,MESH:C005556,propionaldehyde,increases^expression
APOE,activates,73,MESH:D011794,Quercetin,increases^expression
APOE,activates,73,MESH:D000077185,Resveratrol,increases^expression
APOE,activates,73,MESH:D000077154,Rosiglitazone,increases^expression
APOE,activates,73,MESH:D012524,Sarin,increases^expression
APOE,activates,73,MESH:D012643,Selenium,increases^expression
APOE,activates,73,MESH:C017947,sodium arsenite,increases^expression
APOE,activates,73,MESH:D012970,Sodium Glutamate,increases^expression
APOE,activates,73,MESH:C423915,T0901317,increases^expression
APOE,activates,73,MESH:D020122,tert-Butylhydroperoxide,increases^expression
APOE,activates,73,MESH:D013749,Tetrachlorodibenzodioxin,increases^expression
APOE,activates,73,MESH:D014028,Tobacco Smoke Pollution,increases^expression
APOE,activates,73,MESH:D014108,Tosylphenylalanyl Chloromethyl Ketone,increases^reaction|increases^secretion
APOE,activates,73,MESH:D014108,Tosylphenylalanyl Chloromethyl Ketone,increases^expression|increases^reaction
APOE,activates,73,MESH:D014212,Tretinoin,increases^expression
APOE,activates,73,MESH:D014282,Trihexyphenidyl,increases^response to substance
APOE,activates,73,MESH:D000077288,Troglitazone,increases^expression
APOE,activates,73,MESH:D014331,Tropicamide,increases^response to substance
APOE,activates,73,MESH:D014635,Valproic Acid,increases^expression
APOE,binds,5,MESH:C032642,4-aminophenylarsenoxide,affects^binding
APOE,binds,5,MESH:D002104,Cadmium,affects^binding
APOE,binds,5,MESH:D003300,Copper,affects^binding
APOE,binds,5,MESH:D009532,Nickel,affects^binding
APOE,binds,5,MESH:D015032,Zinc,affects^binding
APOE,inhibits,77,MESH:C049235,11-dehydro-thromboxane B2,decreases^reaction|increases^abundance|increases^reaction
APOE,inhibits,77,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",decreases^expression
APOE,inhibits,77,MESH:C023035,"3,4,5,3',4'-pentachlorobiphenyl",decreases^expression
APOE,inhibits,77,MESH:C032642,4-aminophenylarsenoxide,affects^binding|decreases^reaction
APOE,inhibits,77,MESH:C121465,6-methyl-2-(phenylethynyl)pyridine,decreases^reaction|increases^expression
APOE,inhibits,77,MESH:D000082,Acetaminophen,decreases^expression
APOE,inhibits,77,MESH:D000171,Acrolein,decreases^activity
APOE,inhibits,77,MESH:D000336,Aerosols,decreases^expression
APOE,inhibits,77,MESH:D016604,Aflatoxin B1,decreases^expression
APOE,inhibits,77,MESH:D000393,Air Pollutants,decreases^expression|increases^abundance
APOE,inhibits,77,MESH:D016718,Arachidonic Acid,decreases^reaction|increases^abundance|increases^reaction
APOE,inhibits,77,MESH:D000077237,Arsenic Trioxide,affects^binding|decreases^reaction
APOE,inhibits,77,MESH:D000077237,Arsenic Trioxide,decreases^expression
APOE,inhibits,77,MESH:D001218,Aspartame,decreases^expression
APOE,inhibits,77,MESH:D001241,Aspirin,decreases^reaction|increases^abundance|increases^reaction
APOE,inhibits,77,MESH:D000069059,Atorvastatin,decreases^expression
APOE,inhibits,77,MESH:D000069059,Atorvastatin,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D001564,Benzo(a)pyrene,decreases^methylation
APOE,inhibits,77,MESH:D001564,Benzo(a)pyrene,decreases^expression
APOE,inhibits,77,MESH:D001629,Bezafibrate,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:C006780,bisphenol A,decreases^expression
APOE,inhibits,77,MESH:C062876,cetrorelix,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:C100187,chloropicrin,decreases^expression
APOE,inhibits,77,MESH:D004390,Chlorpyrifos,decreases^reaction|increases^expression
APOE,inhibits,77,MESH:D002945,Cisplatin,decreases^expression
APOE,inhibits,77,MESH:D002945,Cisplatin,decreases^response to substance
APOE,inhibits,77,MESH:D002945,Cisplatin,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D003035,Cobalt,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D016572,Cyclosporine,decreases^expression
APOE,inhibits,77,MESH:C029166,dazoxiben,decreases^reaction|increases^abundance|increases^reaction
APOE,inhibits,77,MESH:C007262,deoxynivalenol,decreases^expression
APOE,inhibits,77,MESH:D017135,Desogestrel,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D004176,Dipyridamole,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D004656,Enalapril,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D004958,Estradiol,decreases^expression
APOE,inhibits,77,MESH:D005492,Folic Acid,decreases^expression
APOE,inhibits,77,MESH:C515005,ganoderic acid A,decreases^expression
APOE,inhibits,77,MESH:C412815,GW 4064,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:C453899,GW 7647,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D000960,Hypolipidemic Agents,decreases^expression
APOE,inhibits,77,MESH:D007559,Ivermectin,decreases^expression
APOE,inhibits,77,MESH:C544151,jinfukang,decreases^expression
APOE,inhibits,77,MESH:C544151,jinfukang,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D007649,Ketamine,decreases^response to substance
APOE,inhibits,77,MESH:C000609591,MDCO-216,decreases^expression
APOE,inhibits,77,MESH:C004925,methylmercuric chloride,decreases^expression
APOE,inhibits,77,MESH:C063509,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,decreases^reaction|increases^secretion
APOE,inhibits,77,MESH:C063509,N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,decreases^reaction|increases^expression
APOE,inhibits,77,MESH:D009532,Nickel,decreases^expression
APOE,inhibits,77,MESH:C029938,nickel sulfate,decreases^expression
APOE,inhibits,77,MESH:C038405,nivalenol,decreases^expression
APOE,inhibits,77,MESH:C464660,obeticholic acid,decreases^expression
APOE,inhibits,77,MESH:D019319,Okadaic Acid,decreases^expression
APOE,inhibits,77,MESH:D019301,Oleic Acid,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:C084656,paricalcitol,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D052638,Particulate Matter,decreases^expression|increases^abundance
APOE,inhibits,77,MESH:C076994,perfluorooctane sulfonic acid,decreases^expression
APOE,inhibits,77,MESH:C023036,perfluorooctanoic acid,decreases^expression
APOE,inhibits,77,MESH:D010758,Phosphorus,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D059808,Polyphenols,decreases^expression
APOE,inhibits,77,MESH:C009006,potassium perchlorate,decreases^expression
APOE,inhibits,77,MESH:D019821,Simvastatin,decreases^expression
APOE,inhibits,77,MESH:D012906,Smoke,decreases^expression
APOE,inhibits,77,MESH:D012906,Smoke,decreases^expression|increases^abundance
APOE,inhibits,77,MESH:C017947,sodium arsenite,decreases^expression
APOE,inhibits,77,MESH:D012970,Sodium Glutamate,decreases^reaction|increases^expression
APOE,inhibits,77,MESH:D000077210,Sunitinib,decreases^expression
APOE,inhibits,77,MESH:C001803,tempol,decreases^reaction|increases^abundance|increases^reaction
APOE,inhibits,77,MESH:C004648,testosterone enanthate,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D014028,Tobacco Smoke Pollution,decreases^expression
APOE,inhibits,77,MESH:C024746,tobacco tar,decreases^expression
APOE,inhibits,77,MESH:D014212,Tretinoin,decreases^expression
APOE,inhibits,77,MESH:C002802,tungsten carbide,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D014635,Valproic Acid,decreases^expression
APOE,inhibits,77,MESH:D000068756,Valsartan,affects^cotreatment|decreases^expression
APOE,inhibits,77,MESH:D000068756,Valsartan,decreases^expression|decreases^reaction
APOE,inhibits,77,MESH:D015025,Zearalenone,decreases^expression
APOE,modifies,8,MESH:D000171,Acrolein,affects^folding
APOE,modifies,8,MESH:D008076,"Cholesterol, HDL",affects^abundance
APOE,modifies,8,MESH:D013196,Dihydrotestosterone,affects^phosphorylation|affects^reaction
APOE,modifies,8,MESH:D005947,Glucose,affects^secretion
APOE,modifies,8,MESH:D000077185,Resveratrol,affects^secretion
APOE,modifies,8,MESH:C017947,sodium arsenite,affects^methylation
APOE,modifies,8,MESH:D014812,Vitamin K,affects^uptake
APOE,modifies,8,MESH:D014812,Vitamin K,affects^abundance
PCSK9,activates,34,MESH:C477819,15-deoxyprostaglandin J2,increases^expression
PCSK9,activates,34,MESH:D015056,1-Methyl-3-isobutylxanthine,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:C093973,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,increases^expression
PCSK9,activates,34,MESH:C009407,"2,5,2',5'-tetrachlorobiphenyl",increases^expression
PCSK9,activates,34,MESH:D016604,Aflatoxin B1,increases^methylation
PCSK9,activates,34,MESH:D000638,Amiodarone,increases^expression
PCSK9,activates,34,MESH:C049935,avobenzone,increases^expression
PCSK9,activates,34,MESH:D001629,Bezafibrate,increases^expression
PCSK9,activates,34,MESH:C006780,bisphenol A,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:C543008,bisphenol S,affects^cotreatment|increases^methylation
PCSK9,activates,34,MESH:D002110,Caffeine,increases^phosphorylation
PCSK9,activates,34,MESH:C092451,CGP 52608,affects^binding|increases^reaction
PCSK9,activates,34,MESH:D016572,Cyclosporine,increases^expression
PCSK9,activates,34,MESH:D003609,Dactinomycin,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:D003907,Dexamethasone,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:C045651,epigallocatechin gallate,increases^expression
PCSK9,activates,34,MESH:D000069438,Ezetimibe,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:D005227,Fatty Acids,increases^secretion
PCSK9,activates,34,MESH:D005227,Fatty Acids,increases^expression
PCSK9,activates,34,MESH:D011345,Fenofibrate,increases^expression
PCSK9,activates,34,MESH:D000077267,Fulvestrant,affects^cotreatment|increases^methylation
PCSK9,activates,34,MESH:D000093542,Gemcitabine,increases^expression
PCSK9,activates,34,MESH:D007213,Indomethacin,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:D037742,"Nanotubes, Carbon",increases^expression
PCSK9,activates,34,MESH:C482205,nutlin 3,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:D000077205,Pioglitazone,increases^expression
PCSK9,activates,34,MESH:D000077205,Pioglitazone,increases^expression|increases^reaction
PCSK9,activates,34,MESH:D000077185,Resveratrol,increases^expression
PCSK9,activates,34,MESH:D019821,Simvastatin,affects^cotreatment|increases^expression
PCSK9,activates,34,MESH:C017947,sodium arsenite,increases^expression
PCSK9,activates,34,MESH:C113580,U 0126,increases^expression|increases^reaction
PCSK9,activates,34,MESH:C113580,U 0126,increases^expression
PCSK9,activates,34,MESH:C066632,yessotoxin,increases^expression
PCSK9,activates,34,MESH:D000077211,Zoledronic Acid,increases^expression
PCSK9,binds,1,MESH:D004137,Dinitrochlorobenzene,affects^binding
PCSK9,inhibits,74,MESH:C524478,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",decreases^reaction|increases^expression
PCSK9,inhibits,74,MESH:C524478,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",decreases^reaction|increases^secretion
PCSK9,inhibits,74,MESH:D020001,1-Butanol,affects^cotreatment|decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:C477694,"2,2',4,4',5-brominated diphenyl ether",decreases^expression
PCSK9,inhibits,74,MESH:C511621,2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:C459179,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:C020738,"9,10-dihydro-9,10-dihydroxybenzo(a)pyrene",decreases^expression
PCSK9,inhibits,74,MESH:C496492,abrine,decreases^expression
PCSK9,inhibits,74,MESH:D000082,Acetaminophen,decreases^expression
PCSK9,inhibits,74,MESH:D016604,Aflatoxin B1,decreases^expression
PCSK9,inhibits,74,MESH:D000393,Air Pollutants,decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:C526957,alisol B 23-acetate,decreases^reaction|increases^expression
PCSK9,inhibits,74,MESH:C526957,alisol B 23-acetate,decreases^reaction|increases^expression|increases^reaction
PCSK9,inhibits,74,MESH:C526957,alisol B 23-acetate,decreases^reaction|increases^reaction|increases^secretion
PCSK9,inhibits,74,MESH:C526957,alisol B 23-acetate,decreases^reaction|increases^secretion
PCSK9,inhibits,74,MESH:D000077237,Arsenic Trioxide,decreases^expression
PCSK9,inhibits,74,MESH:D001205,Ascorbic Acid,affects^reaction|decreases^expression
PCSK9,inhibits,74,MESH:D001205,Ascorbic Acid,decreases^expression
PCSK9,inhibits,74,MESH:C487081,belinostat,decreases^expression
PCSK9,inhibits,74,MESH:D001564,Benzo(a)pyrene,decreases^methylation
PCSK9,inhibits,74,MESH:D001564,Benzo(a)pyrene,decreases^expression
PCSK9,inhibits,74,MESH:C014638,beta-lapachone,decreases^expression
PCSK9,inhibits,74,MESH:D002220,Carbamazepine,decreases^expression
PCSK9,inhibits,74,MESH:C074702,chromium hexavalent ion,decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:C018021,cobaltous chloride,decreases^secretion
PCSK9,inhibits,74,MESH:D003300,Copper,affects^binding|decreases^expression
PCSK9,inhibits,74,MESH:D019327,Copper Sulfate,decreases^expression
PCSK9,inhibits,74,MESH:D016572,Cyclosporine,decreases^expression
PCSK9,inhibits,74,MESH:D004051,Diethylhexyl Phthalate,decreases^expression
PCSK9,inhibits,74,MESH:C516138,dorsomorphin,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:D004958,Estradiol,decreases^expression
PCSK9,inhibits,74,MESH:D005227,Fatty Acids,decreases^reaction|increases^expression|increases^reaction
PCSK9,inhibits,74,MESH:D005227,Fatty Acids,decreases^reaction|increases^expression
PCSK9,inhibits,74,MESH:D005227,Fatty Acids,decreases^reaction|increases^reaction|increases^secretion
PCSK9,inhibits,74,MESH:D005227,Fatty Acids,decreases^reaction|increases^secretion
PCSK9,inhibits,74,MESH:C043055,gallium arsenide,decreases^expression
PCSK9,inhibits,74,MESH:C515005,ganoderic acid A,decreases^expression
PCSK9,inhibits,74,MESH:D005742,Gasoline,affects^cotreatment|decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:C060284,isolariciresinol,decreases^expression
PCSK9,inhibits,74,MESH:C561695,(+)-JQ1 compound,decreases^expression
PCSK9,inhibits,74,MESH:C410337,K 7174,decreases^expression
PCSK9,inhibits,74,MESH:C042720,mercuric bromide,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:C042720,mercuric bromide,decreases^expression
PCSK9,inhibits,74,MESH:C005223,methyleugenol,decreases^expression
PCSK9,inhibits,74,MESH:C004925,methylmercuric chloride,decreases^expression
PCSK9,inhibits,74,MESH:C406082,monomethylarsonous acid,decreases^expression
PCSK9,inhibits,74,MESH:C038405,nivalenol,decreases^expression
PCSK9,inhibits,74,MESH:D009242,N-Nitrosopyrrolidine,decreases^expression
PCSK9,inhibits,74,MESH:C558013,NSC 689534,affects^binding|decreases^expression
PCSK9,inhibits,74,MESH:D019319,Okadaic Acid,decreases^expression
PCSK9,inhibits,74,MESH:D052638,Particulate Matter,affects^cotreatment|decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:D052638,Particulate Matter,decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:D052638,Particulate Matter,decreases^expression
PCSK9,inhibits,74,MESH:D020245,p-Chloromercuribenzoic Acid,decreases^expression
PCSK9,inhibits,74,MESH:D020245,p-Chloromercuribenzoic Acid,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:C101816,perfluoro-n-nonanoic acid,decreases^expression
PCSK9,inhibits,74,MESH:C023036,perfluorooctanoic acid,decreases^expression
PCSK9,inhibits,74,MESH:D010662,Phenylmercuric Acetate,decreases^expression
PCSK9,inhibits,74,MESH:D010662,Phenylmercuric Acetate,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:D011084,Polycyclic Aromatic Hydrocarbons,affects^cotreatment|decreases^expression|increases^abundance
PCSK9,inhibits,74,MESH:C572919,PP242,decreases^expression
PCSK9,inhibits,74,MESH:D011794,Quercetin,decreases^expression
PCSK9,inhibits,74,MESH:D012822,Silicon Dioxide,decreases^expression
PCSK9,inhibits,74,MESH:D012834,Silver,decreases^expression
PCSK9,inhibits,74,MESH:C025462,sulindac sulfide,decreases^expression
PCSK9,inhibits,74,MESH:D013749,Tetrachlorodibenzodioxin,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:D013749,Tetrachlorodibenzodioxin,decreases^expression
PCSK9,inhibits,74,MESH:D014028,Tobacco Smoke Pollution,decreases^expression
PCSK9,inhibits,74,MESH:C012589,trichostatin A,decreases^expression
PCSK9,inhibits,74,MESH:C016805,"tris(1,3-dichloro-2-propyl)phosphate",decreases^expression
PCSK9,inhibits,74,MESH:D000077288,Troglitazone,decreases^expression
PCSK9,inhibits,74,MESH:D014635,Valproic Acid,decreases^expression
PCSK9,inhibits,74,MESH:D014635,Valproic Acid,affects^cotreatment|decreases^expression
PCSK9,inhibits,74,MESH:C023616,zinc chromate,decreases^expression|increases^abundance
PCSK9,modifies,1,MESH:D001564,Benzo(a)pyrene,affects^methylation
TP53,activates,1668,MESH:C067795,10-decarbamoylmitomycin C,increases^stability
TP53,activates,1668,MESH:C067795,10-decarbamoylmitomycin C,increases^expression|increases^stability
TP53,activates,1668,MESH:C490191,"11,11'-dideoxyverticilin",increases^expression|increases^phosphorylation
TP53,activates,1668,MESH:C026486,"1,2,5,6-dibenzanthracene",affects^reaction|increases^expression
TP53,activates,1668,MESH:C026486,"1,2,5,6-dibenzanthracene",increases^response to substance
TP53,activates,1668,MESH:C512968,"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",affects^binding|affects^cotreatment|increases^expression
TP53,activates,1668,MESH:C032041,"1,2-diphenylhydrazine",affects^cotreatment|increases^mutagenesis
TP53,activates,1668,MESH:C032041,"1,2-diphenylhydrazine",affects^cotreatment|increases^mutagenesis|increases^reaction
TP53,activates,1668,MESH:C010942,"1,2-distearoyllecithin",affects^binding|affects^cotreatment|increases^expression
TP53,activates,1668,MESH:C519184,"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",affects^binding|affects^cotreatment|increases^expression
TP53,activates,1668,MESH:C429685,"1,4,5,8-naphthalenetetracarboxylic diimide",increases^expression
TP53,activates,1668,MESH:C074153,"1,4-phenylenebis(methylene)selenocyanate",increases^expression
TP53,activates,1668,MESH:C074153,"1,4-phenylenebis(methylene)selenocyanate",increases^expression|increases^reaction
TP53,activates,1668,MESH:C560296,"1,5-bis(2,3-dimethoxyphenyl)penta-1,4-dien-3-one",increases^phosphorylation
TP53,activates,1668,MESH:C495172,(19Z)-halichondramide,increases^expression
TP53,activates,1668,MESH:C047948,1'-acetoxychavicol acetate,affects^cotreatment|increases^phosphorylation
TP53,activates,1668,MESH:C036423,1-aminomethylphosphonic acid,increases^expression
TP53,activates,1668,MESH:C095284,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",increases^expression|increases^phosphorylation|increases^stability
TP53,activates,1668,MESH:C540044,1-hexadecyl-3-methylimidazolium chloride,increases^expression
TP53,activates,1668,MESH:C506325,1-hydroxy-1-norresistomycin,increases^expression
TP53,activates,1668,MESH:C108731,1'-(hydroxymethyl)eugenol,increases^phosphorylation
TP53,activates,1668,MESH:D015655,1-Methyl-4-phenylpyridinium,increases^expression
TP53,activates,1668,MESH:C032668,1-nitropyrene,affects^reaction|increases^expression
TP53,activates,1668,MESH:C032668,1-nitropyrene,increases^expression
TP53,activates,1668,MESH:C032668,1-nitropyrene,increases^expression|increases^response to substance
TP53,activates,1668,MESH:C032668,1-nitropyrene,increases^activity
TP53,activates,1668,MESH:C532162,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",increases^expression
TP53,activates,1668,MESH:C532162,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",affects^cotreatment|increases^expression
TP53,activates,1668,MESH:C000590225,2-(2-((3-(4-chlorophenyl)-1-methyl-1H-pyrazol-5-yloxy)methyl)phenyl)-3-methoxyacrylate,increases^expression
TP53,activates,1668,MESH:C093973,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,increases^expression
TP53,activates,1668,MESH:C093973,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,increases^abundance|increases^reaction
TP53,activates,1668,MESH:C093973,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,increases^response to substance
TP53,activates,1668,MESH:C006183,2-(2-aminoethyl)pyridine,affects^binding|increases^expression
TP53,activates,1668,MESH:C046728,"2,2'-azobis(2-amidinopropane)",increases^phosphorylation
TP53,activates,1668,MESH:C046728,"2,2'-azobis(2-amidinopropane)",increases^phosphorylation|increases^reaction
TP53,activates,1668,MESH:C451219,"2,2-bis(hydroxymethyl)-1-azabicyclo(2,2,2,)octan-3-one",increases^reaction|increases^response to substance
TP53,activates,1668,MESH:C451219,"2,2-bis(hydroxymethyl)-1-azabicyclo(2,2,2,)octan-3-one",increases^activity
TP53,activates,1668,MESH:C451219,"2,2-bis(hydroxymethyl)-1-azabicyclo(2,2,2,)octan-3-one",increases^localization|increases^reaction
TP53,activates,1668,MESH:C451219,"2,2-bis(hydroxymethyl)-1-azabicyclo(2,2,2,)octan-3-one",affects^reaction|increases^expression
TP53,activates,1668,MESH:C451219,"2,2-bis(hydroxymethyl)-1-azabicyclo(2,2,2,)octan-3-one",increases^activity|increases^expression|increases^localization
TP53,activates,1668,MESH:C044565,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,increases^expression
TP53,activates,1668,MESH:C044565,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,increases^phosphorylation
TP53,activates,1668,MESH:C044565,2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)propanamide,increases^response to substance
TP53,activates,1668,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",affects^localization|increases^expression
TP53,activates,1668,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",increases^expression|increases^reaction
TP53,activates,1668,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",increases^expression
TP53,activates,1668,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",increases^cleavage|increases^reaction
TP53,activates,1668,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",affects^reaction|increases^expression
TP53,activates,1668,MESH:C587734,"2,3,5-trichloro-6-phenyl-(1,4)benzoquinone",affects^binding|increases^reaction
TP53,activates,1668,MESH:C416653,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,increases^expression
TP53,activates,1668,MESH:C416653,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,increases^response to substance
TP53,activates,1668,MESH:C416653,2-(3'-methoxyphenyl)-6-pyrrolidinyl-4-quinazolinone,increases^expression|increases^phosphorylation
TP53,activates,1668,MESH:C081766,"2,4,4'-trichlorobiphenyl",increases^expression|increases^phosphorylation|increases^reaction
TP53,activates,1668,MESH:C014024,"2,4,5,2',4',5'-hexachlorobiphenyl",increases^activity
TP53,activates,1668,MESH:C014024,"2,4,5,2',4',5'-hexachlorobiphenyl",affects^localization|increases^expression|increases^reaction
